AC_CLASS;AC_MASS;NUM_ENGS;INCIDENT_MONTH;INCIDENT_YEAR;HEIGHT;SPEED;PHASE_OF_FLT;DAMAGE;BIRDS_STRUCK;SIZE;WARNED
A;4;2;11;2010;5000;250;3;M?;2;Medium;Unknown
A;4;2;9;2011;5000;250;3;N;1;Small;N
A;4;2;9;2011;5000;250;3;N;1;Medium;Unknown
A;4;2;10;2011;5000;250;3;N;1;Medium;N
A;4;2;11;2011;5000;250;3;N;1;Medium;Y
A;4;2;5;2012;5000;250;3;N;1;Medium;Y
A;4;2;7;2012;5000;250;3;N;1;Medium;N
A;4;2;7;2012;5000;250;3;M?;1;Small;Y
A;4;2;9;2012;5000;250;3;N;1;Large;Y
A;4;2;9;2012;5000;250;3;N;1;Small;Y
A;4;2;9;2012;5000;250;3;N;1;Medium;N
A;4;2;10;2012;5000;250;3;N;1;Large;Unknown
A;4;2;11;2012;5000;250;3;N;1;Large;N
A;4;2;11;2012;5000;250;3;N;1;Medium;Unknown
A;4;2;5;2013;5000;250;3;M;1;Medium;N
A;4;2;5;2013;5000;250;3;N;1;Small;Unknown
A;4;2;5;2013;5000;250;3;N;1;Unknown;N
A;4;2;8;2013;5000;250;3;N;1;Small;Unknown
A;4;2;9;2013;5000;250;3;N;1;Medium;N
A;4;2;9;2013;5000;250;3;N;1;Small;N
A;4;2;9;2013;5000;250;3;N;1;Small;N
A;4;2;10;2013;5000;250;3;N;1;Small;N
A;4;2;10;2013;5000;250;3;N;1;Small;N
A;4;2;11;2013;5000;250;3;M;2;Unknown;Unknown
A;4;2;11;2013;5000;250;3;N;1;Small;N
A;4;2;3;2014;5000;250;3;N;1;Small;Y
A;4;2;4;2014;5000;250;3;N;1;Medium;N
A;4;2;4;2014;5000;250;3;N;1;Small;N
A;4;2;5;2014;5000;250;3;N;1;Small;N
A;4;3;6;2010;5200;250;3;N;1;Small;Unknown
A;4;2;10;2012;5200;250;3;N;1;Medium;N
A;4;3;5;2012;5300;250;3;N;1;Unknown;Unknown
A;4;2;9;2011;5400;250;3;N;1;Medium;N
A;4;3;8;2012;5400;250;3;N;1;Medium;Unknown
A;3;2;2;2014;5500;250;3;M;1;Unknown;Unknown
A;4;2;3;2010;5500;250;3;N;1;Large;Y
A;4;2;7;2010;5500;250;3;N;1;Small;N
A;4;2;4;2011;5500;250;3;N;1;Small;N
A;4;2;4;2011;5500;250;3;N;1;Large;N
A;4;2;2;2012;5500;250;3;M;2;Large;N
A;4;2;9;2013;5500;250;3;N;1;Medium;N
A;4;3;4;2014;5500;250;3;N;1;Small;N
A;4;2;9;2012;5700;250;3;N;1;Unknown;N
A;3;2;9;2010;5900;250;3;N;1;Unknown;N
A;3;2;9;2010;6000;250;3;N;1;Medium;N
A;3;2;11;2013;6000;250;3;M;1;Medium;N
A;4;2;3;2010;6000;250;3;N;1;Medium;N
A;4;2;4;2010;6000;250;3;N;1;Small;Unknown
A;4;2;7;2010;6000;250;3;N;1;Small;N
A;4;2;10;2010;6000;250;3;N;1;Small;N
A;4;2;5;2011;6000;250;3;N;1;Medium;Unknown
A;4;2;9;2011;6000;250;3;N;1;Unknown;Unknown
A;4;2;9;2011;6000;250;3;N;1;Unknown;Unknown
A;4;2;10;2011;6000;250;3;N;1;Small;Y
A;4;2;2;2012;6000;250;3;S;1;Unknown;N
A;4;2;5;2012;6000;250;3;M;2;Small;N
A;4;2;9;2012;6000;250;3;N;1;Unknown;Unknown
A;4;3;10;2012;6000;250;3;N;2;Small;Unknown
A;4;2;5;2013;6000;250;3;N;1;Small;N
A;4;2;9;2013;6000;250;3;N;1;Small;N
A;4;3;10;2013;6000;250;3;N;1;Medium;Unknown
A;4;2;10;2013;6000;250;3;N;1;Small;N
A;4;2;11;2013;6000;250;3;N;1;Small;N
A;4;3;5;2014;6000;250;3;N;1;Medium;Y
A;4;2;9;2013;6200;250;3;N;1;Medium;N
A;4;2;4;2013;6300;250;3;N;1;Medium;N
A;4;2;6;2012;6400;250;3;N;1;Small;Y
A;4;2;4;2013;6400;250;3;N;1;Small;Unknown
A;4;2;3;2010;6500;250;3;M?;1;Large;N
A;4;2;5;2013;6500;250;3;N;1;Medium;N
A;4;2;6;2013;6500;250;3;N;1;Medium;Y
A;4;2;8;2013;6500;250;3;N;1;Large;N
A;4;2;9;2012;6600;250;3;N;1;Large;N
A;4;2;8;2013;6600;250;3;N;1;Medium;Y
A;4;2;9;2010;6700;250;3;N;1;Medium;Unknown
A;4;3;9;2013;6700;250;3;N;1;Medium;N
A;4;2;9;2013;6900;250;3;N;1;Small;Unknown
A;3;2;5;2014;7000;250;3;N;1;Unknown;Unknown
A;4;2;11;2010;7000;250;3;N;1;Small;N
A;4;2;4;2011;7000;250;3;N;1;Small;Y
A;4;2;5;2011;7000;250;3;M?;1;Unknown;N
A;4;2;5;2011;7000;250;3;N;1;Unknown;N
A;4;2;7;2011;7000;250;3;N;1;Small;N
A;4;2;8;2011;7000;250;3;N;1;Small;N
A;4;2;10;2011;7000;250;3;N;1;Unknown;N
A;4;2;10;2011;7000;250;3;N;1;Small;Y
A;4;2;10;2011;7000;250;3;N;1;Small;N
A;4;2;10;2011;7000;250;3;N;1;Medium;N
A;4;2;10;2011;7000;250;3;N;1;Small;N
A;4;2;11;2011;7000;250;3;N;1;Medium;N
A;4;2;1;2012;7000;250;3;N;1;Small;N
A;4;2;4;2012;7000;250;3;N;1;Medium;N
A;4;2;7;2012;7000;250;3;N;1;Medium;Unknown
A;4;2;2;2013;7000;250;3;N;1;Medium;Unknown
A;4;2;4;2013;7000;250;3;N;1;Small;N
A;4;2;9;2013;7000;250;3;N;1;Small;Unknown
A;4;2;9;2013;7000;250;3;N;1;Small;Unknown
A;4;2;3;2014;7000;250;3;N;1;Small;Unknown
A;4;2;4;2014;7000;250;3;N;1;Small;N
A;4;2;6;2010;7500;250;3;N;1;Small;N
A;4;2;11;2011;7500;250;3;N;1;Large;N
A;4;2;9;2012;7500;250;3;N;1;Large;N
A;4;2;11;2013;7700;250;3;N;1;Large;N
A;4;2;5;2014;7700;250;3;N;1;Medium;N
A;4;2;3;2012;7800;250;3;N;1;Medium;N
A;3;2;9;2013;8000;250;3;M;1;Unknown;N
A;4;2;4;2010;8000;250;3;N;1;Small;Unknown
A;4;2;5;2010;8000;250;3;N;1;Medium;N
A;4;2;8;2010;8000;250;3;N;1;Small;N
A;4;2;5;2011;8000;250;3;N;1;Medium;Y
A;4;2;9;2011;8000;250;3;N;1;Small;N
A;4;2;9;2012;8000;250;3;N;1;Medium;N
A;4;2;9;2012;8000;250;3;N;1;Small;N
A;4;2;3;2013;8000;250;3;N;1;Unknown;N
A;4;2;4;2013;8000;250;3;M;1;Medium;Unknown
A;4;2;5;2013;8000;250;3;N;1;Medium;N
A;4;2;7;2013;8000;250;3;N;1;Small;N
A;4;2;6;2014;8000;250;3;N;1;Small;N
A;4;2;11;2010;8300;250;3;N;1;Large;N
A;4;2;8;2011;8400;250;3;N;1;Medium;N
A;4;2;4;2010;8500;250;3;N;1;Small;N
A;4;2;9;2011;8500;250;3;N;2;Medium;N
A;4;2;10;2011;8500;250;3;N;1;Medium;Unknown
A;4;2;5;2014;8500;250;3;N;1;Unknown;N
A;4;2;10;2011;8700;250;3;N;1;Large;N
A;4;2;5;2012;8700;250;3;N;1;Medium;Unknown
A;4;2;7;2013;8700;250;3;N;1;Unknown;N
A;4;2;9;2010;9000;250;3;N;1;Medium;Y
A;4;2;10;2010;9000;250;3;N;1;Large;Unknown
A;4;2;4;2013;9000;250;3;N;1;Small;Y
A;4;2;5;2014;9000;250;3;N;1;Small;N
A;4;2;8;2012;9500;250;3;N;1;Unknown;N
A;4;2;4;2013;9500;250;3;N;1;Medium;Unknown
A;4;2;4;2010;10000;250;3;N;1;Medium;N
A;4;2;4;2010;10000;250;3;N;1;Medium;N
A;4;2;9;2011;10000;250;3;N;1;Large;Y
A;4;2;10;2011;10000;250;3;N;2;Medium;Unknown
A;4;3;10;2011;10000;250;3;N;1;Small;Unknown
A;4;3;10;2012;10000;250;3;N;2;Small;Unknown
A;4;2;7;2013;10000;250;3;N;1;Small;Unknown
A;4;2;9;2013;10000;250;3;N;2;Small;N
A;4;2;10;2013;10000;250;3;N;1;Small;Unknown
A;4;2;5;2014;10000;250;3;N;1;Unknown;Y
A;4;2;5;2011;10100;250;3;M;1;Large;N
A;4;2;9;2012;10300;250;3;N;1;Medium;N
A;3;2;6;2011;11000;250;3;N;1;Unknown;N
A;4;2;8;2010;11000;250;3;N;1;Small;Unknown
A;4;2;6;2011;11000;250;3;N;1;Small;N
A;4;2;3;2013;12000;250;3;N;1;Medium;N
A;4;2;4;2012;2300;259;3;N;1;Small;N
A;4;2;8;2012;2999;259;3;N;1;Small;Unknown
A;4;3;10;2011;200;260;3;N;1;Small;Unknown
A;4;2;5;2014;7000;260;3;N;1;Large;N
A;4;2;6;2012;11000;260;3;N;1;Small;N
A;4;2;5;2014;5000;264;3;M;1;Small;Unknown
A;4;2;9;2011;11000;265;3;N;1;Small;N
A;4;2;2;2011;800;270;3;N;1;Medium;Y
A;4;3;10;2012;1700;270;3;N;1;Medium;Unknown
A;4;2;9;2013;6500;270;3;N;1;Small;N
A;4;2;10;2013;10500;270;3;N;1;Medium;Unknown
A;4;3;3;2014;11000;270;3;N;1;Medium;N
A;4;2;9;2011;12000;275;3;N;1;Small;N
A;4;2;11;2012;600;277;3;N;1;Medium;Unknown
A;4;2;10;2013;5000;280;3;N;1;Unknown;N
A;4;2;10;2012;9500;280;3;N;2;Small;N
A;4;2;8;2010;10000;280;3;N;1;Small;N
A;4;2;10;2011;10000;280;3;M;1;Medium;Unknown
A;4;2;9;2012;10000;280;3;N;1;Small;N
A;3;2;7;2010;11000;280;3;M?;1;Small;N
A;4;2;9;2010;11000;280;3;N;1;Unknown;N
A;4;2;7;2012;11000;280;3;N;1;Small;N
A;4;2;9;2011;12000;280;3;M?;2;Unknown;N
A;4;2;9;2012;12000;280;3;N;1;Large;Unknown
A;4;2;10;2012;12500;280;3;N;1;Small;Y
A;4;2;10;2010;6100;285;3;N;1;Small;N
A;4;2;10;2010;1000;287;3;N;1;Small;N
A;4;2;9;2012;10000;290;3;N;1;Large;Unknown
A;4;2;8;2010;13000;290;3;N;1;Medium;N
A;3;2;7;2013;15000;290;3;S;1;Medium;N
A;4;2;9;2011;21000;290;3;S;2;Medium;N
A;3;2;10;2013;10050;295;3;M;1;Medium;N
A;4;2;3;2010;300;300;3;N;2;Medium;Y
A;4;2;8;2011;2500;300;3;S;2;Large;N
A;4;2;11;2012;3000;300;3;M?;1;Unknown;Y
A;4;2;9;2011;6700;300;3;N;1;Large;Unknown
A;4;3;8;2011;11000;300;3;M;1;Unknown;Unknown
A;4;2;3;2012;14000;300;3;N;1;Medium;N
A;4;2;10;2013;14000;300;3;N;1;Medium;Unknown
A;4;2;10;2011;21000;300;3;N;1;Unknown;N
A;4;2;10;2012;13400;306;3;M?;1;Small;N
A;4;2;9;2011;14000;310;3;M?;1;Large;N
A;4;2;10;2012;13000;320;3;N;1;Small;Unknown
A;4;2;4;2010;3000;329;3;N;1;Small;N
A;4;2;10;2012;12000;330;3;S;2;Large;Unknown
A;5;4;1;2013;11500;340;3;N;1;Medium;N
A;4;2;3;2010;10000;355;3;N;1;Small;N
A;4;2;5;2011;2800;374;3;N;1;Small;N
B;2;2;10;2012;5;0;4;N;2;Small;N
A;1;1;12;2013;0;10;4;N;1;Large;Y
A;4;2;6;2012;0;10;4;N;1;Small;Y
A;5;2;11;2011;0;10;4;N;1;Small;Unknown
A;1;2;5;2010;0;20;4;N;2;Medium;Y
A;1;1;12;2010;0;20;4;N;1;Small;Y
A;1;1;12;2012;0;20;4;N;1;Small;N
A;1;1;2;2014;0;20;4;N;1;Medium;Y
A;3;2;12;2010;0;20;4;N;1;Medium;N
A;3;2;9;2011;0;20;4;N;1;Medium;Unknown
A;4;2;9;2012;0;20;4;N;1;Small;Y
A;4;2;9;2013;0;20;4;N;1;Small;Y
A;1;1;1;2010;0;30;4;N;2;Large;N
A;1;1;11;2012;0;30;4;N;1;Small;Y
A;2;2;1;2010;0;30;4;N;1;Medium;Y
A;2;2;6;2010;0;30;4;M;1;Large;Unknown
A;2;1;2;2013;0;30;4;N;0;Large;Y
A;4;2;4;2014;0;30;4;N;1;Small;Y
A;1;1;8;2010;0;35;4;N;1;Medium;N
A;1;1;6;2011;0;35;4;N;1;Medium;N
A;1;1;7;2013;0;35;4;N;2;Medium;Unknown
A;2;2;5;2010;0;35;4;N;1;Medium;N
;1;;7;2013;0;40;4;N;1;Small;Y
A;1;1;5;2010;0;40;4;M;1;Large;N
A;1;1;9;2011;0;40;4;N;0;Large;Unknown
A;1;1;1;2012;0;40;4;M;1;Large;Y
A;1;1;6;2012;0;40;4;N;1;Small;Unknown
A;1;1;5;2013;0;40;4;N;1;Small;N
A;1;1;5;2014;0;40;4;M;1;Small;N
A;2;2;5;2010;0;40;4;S;1;Large;Unknown
A;2;2;5;2013;0;40;4;N;1;Large;Y
A;2;2;4;2014;0;40;4;S;1;Large;N
A;3;2;7;2010;0;40;4;N;1;Small;N
A;3;2;8;2011;0;40;4;N;1;Small;Y
A;3;2;6;2012;0;40;4;N;1;Medium;N
A;4;2;10;2012;0;40;4;N;1;Small;N
A;1;1;10;2010;0;45;4;N;1;Small;Y
A;1;1;10;2011;0;45;4;N;1;Small;Y
A;1;1;3;2010;0;45;4;M?;1;Small;Unknown
A;1;1;5;2012;0;45;4;N;1;Small;Y
A;1;1;1;2013;0;45;4;N;1;Large;N
A;2;1;10;2012;0;45;4;N;0;Large;Y
A;3;2;11;2011;0;45;4;N;2;Small;Y
A;3;2;4;2013;0;45;4;N;1;Small;Y
A;1;1;4;2010;0;50;4;N;2;Medium;Y
A;1;1;9;2010;0;50;4;N;1;Medium;Y
A;1;1;11;2010;0;50;4;N;1;Medium;N
A;1;1;8;2011;0;50;4;N;1;Medium;Y
A;1;1;10;2011;0;50;4;N;2;Small;N
A;1;1;4;2012;0;50;4;N;1;Small;N
A;1;1;5;2012;0;50;4;N;2;Large;Unknown
A;1;1;6;2012;0;50;4;N;1;Small;N
A;1;1;7;2012;0;50;4;N;1;Small;Y
A;1;1;8;2012;0;50;4;N;1;Small;N
A;1;1;11;2012;0;50;4;N;1;Small;N
A;1;1;1;2013;0;50;4;N;1;Large;N
A;1;1;4;2013;0;50;4;N;1;Large;N
A;1;1;7;2013;0;50;4;N;2;Small;Y
A;1;1;11;2013;0;50;4;N;1;Medium;Y
A;3;2;9;2010;0;50;4;N;1;Small;Y
A;3;2;4;2011;0;50;4;N;1;Small;N
A;3;2;6;2011;0;50;4;N;1;Small;N
A;3;2;3;2012;0;50;4;N;1;Medium;N
A;3;2;11;2011;0;50;4;N;2;Small;Y
A;4;2;9;2010;0;50;4;M?;1;Small;Y
A;4;2;5;2011;0;50;4;N;1;Small;N
A;4;2;1;2012;0;50;4;N;1;Medium;N
A;4;2;7;2012;0;50;4;N;1;Medium;N
A;4;4;5;2014;0;50;4;N;1;Small;N
A;1;1;8;2010;0;55;4;M;1;Medium;N
A;1;1;6;2012;0;55;4;N;1;Small;N
A;1;1;11;2012;0;55;4;N;1;Small;N
A;1;1;7;2013;0;55;4;N;1;Small;Unknown
A;1;1;10;2013;0;55;4;N;1;Medium;Unknown
A;1;1;7;2011;0;56;4;N;1;Small;Y
A;4;2;4;2013;0;56;4;N;1;Small;Y
A;1;1;1;2012;0;58;4;S;1;Large;Unknown
A;1;1;8;2010;0;60;4;N;2;Medium;Y
A;1;1;9;2010;0;60;4;N;1;Small;N
A;1;1;9;2010;0;60;4;N;1;Large;N
A;1;1;8;2011;0;60;4;N;1;Small;Y
A;1;1;9;2011;0;60;4;N;1;Small;Y
A;1;1;11;2011;0;60;4;N;1;Medium;N
A;1;1;6;2012;0;60;4;N;1;Small;N
A;1;1;11;2012;0;60;4;N;1;Large;Unknown
A;1;1;4;2013;0;60;4;S;1;Large;Unknown
A;1;1;7;2013;0;60;4;N;1;Large;N
A;1;1;8;2013;0;60;4;M?;1;Medium;N
A;1;1;9;2013;0;60;4;N;1;Small;Y
A;1;2;10;2013;0;60;4;N;2;Small;N
A;2;2;4;2010;0;60;4;N;1;Small;N
A;2;2;10;2011;0;60;4;N;2;Small;Y
A;2;2;3;2012;0;60;4;M;1;Large;Unknown
A;3;2;6;2010;0;60;4;N;2;Small;N
A;3;2;8;2010;0;60;4;N;1;Large;Unknown
A;3;2;10;2010;0;60;4;N;1;Medium;Y
A;3;2;5;2012;0;60;4;N;1;Small;N
A;3;2;6;2012;0;60;4;N;1;Small;N
A;3;2;7;2013;0;60;4;N;1;Small;Y
A;3;2;4;2014;0;60;4;N;1;Medium;Unknown
A;4;2;1;2010;0;60;4;N;1;Small;N
A;4;2;8;2010;0;60;4;N;2;Small;Y
A;4;2;10;2010;0;60;4;N;1;Medium;N
A;4;4;10;2010;0;60;4;N;1;Small;N
A;4;2;10;2011;0;60;4;N;2;Small;Unknown
A;4;2;5;2012;0;60;4;N;1;Small;Y
A;4;2;8;2012;0;60;4;N;1;Small;N
A;4;2;9;2012;0;60;4;N;1;Large;y
A;4;2;4;2013;0;60;4;N;1;Medium;N
A;4;2;5;2014;0;60;4;N;1;Small;N
A;1;1;4;2010;0;65;4;S;2;Large;N
A;1;1;8;2011;0;65;4;N;1;Large;N
A;1;1;5;2013;0;65;4;S;1;Large;Unknown
A;2;2;10;2013;0;65;4;N;1;Small;N
A;4;2;6;2010;0;65;4;N;1;Unknown;Y
A;4;2;11;2010;0;65;4;N;1;Small;Y
A;1;1;11;2010;0;70;4;N;1;Large;N
A;1;1;8;2011;0;70;4;M;1;Large;N
A;1;1;10;2011;0;70;4;N;1;Small;Y
A;1;1;3;2012;0;70;4;N;2;Small;N
A;1;2;6;2013;0;70;4;N;1;Small;Y
A;2;2;6;2010;0;70;4;N;1;Large;Unknown
A;2;2;9;2010;0;70;4;N;1;Small;N
A;2;2;11;2010;0;70;4;N;2;Small;N
A;2;2;7;2011;0;70;4;N;2;Small;N
A;2;2;9;2012;0;70;4;N;1;Small;Unknown
A;2;2;10;2012;0;70;4;N;2;Small;Unknown
A;2;2;10;2012;0;70;4;N;1;Small;N
A;2;2;3;2012;0;70;4;N;1;Large;Unknown
A;3;2;7;2010;0;70;4;N;1;Large;Y
A;3;2;10;2011;0;70;4;N;1;Medium;Y
A;3;2;7;2012;0;70;4;N;1;Large;Unknown
A;4;4;9;2010;0;70;4;N;0;Small;Unknown
A;4;2;2;2011;0;70;4;N;1;Small;Y
A;4;2;3;2011;0;70;4;N;0;Medium;Y
A;4;2;8;2011;0;70;4;N;1;Medium;Unknown
A;4;2;9;2011;0;70;4;S;1;Medium;Y
A;4;2;11;2011;0;70;4;N;1;Small;Y
A;4;2;7;2012;0;70;4;N;1;Small;Y
A;4;2;5;2013;0;70;4;N;1;Small;Unknown
A;4;2;9;2013;0;70;4;N;1;Small;Y
A;4;2;9;2013;0;70;4;N;1;Medium;Unknown
A;1;1;4;2010;0;75;4;S;1;Large;Y
A;1;2;12;2010;0;75;4;N;1;Medium;Y
A;1;2;10;2011;0;75;4;N;2;Small;Y
A;1;1;7;2012;0;75;4;N;1;Medium;Unknown
A;2;1;7;2011;0;75;4;N;2;Small;N
A;2;2;6;2013;0;75;4;N;1;Small;Y
A;3;2;2;2010;0;75;4;N;1;Small;N
A;3;2;12;2010;0;75;4;N;2;Small;Y
A;3;2;4;2011;0;75;4;N;1;Large;Y
A;3;2;10;2012;0;75;4;N;1;Small;Unknown
A;4;2;10;2011;0;75;4;N;3;Medium;Unknown
A;4;2;4;2014;0;75;4;N;1;Small;N
A;4;3;5;2014;0;75;4;N;1;Small;N
A;1;2;5;2014;0;78;4;N;1;Small;N
A;4;2;10;2013;0;78;4;S;1;Medium;Unknown
A;1;1;8;2010;0;80;4;N;1;Medium;Unknown
A;1;2;11;2011;0;80;4;N;1;Small;N
A;1;2;1;2013;0;80;4;N;1;Small;Y
A;2;2;3;2010;0;80;4;N;1;Large;N
A;2;2;4;2010;0;80;4;S;1;Medium;Y
A;2;2;8;2010;0;80;4;S;1;Small;Unknown
A;2;2;8;2010;0;80;4;N;1;Small;N
A;2;2;2;2012;0;80;4;S;1;Large;Unknown
A;2;1;7;2012;0;80;4;N;1;Small;Y
A;2;2;7;2012;0;80;4;M;1;Large;N
A;2;2;7;2012;0;80;4;N;2;Small;Unknown
A;2;2;7;2012;0;80;4;N;2;Small;Unknown
A;2;2;9;2012;0;80;4;N;1;Small;Y
A;2;2;11;2012;0;80;4;N;1;Medium;N
A;2;2;6;2013;0;80;4;N;1;Unknown;N
A;2;2;8;2013;0;80;4;N;2;Medium;N
A;2;1;6;2014;0;80;4;N;1;Small;Unknown
A;3;2;2;2010;0;80;4;N;1;Small;N
A;3;2;4;2010;0;80;4;N;1;Medium;Y
A;3;2;5;2010;0;80;4;N;2;Medium;N
A;3;2;8;2010;0;80;4;N;1;Small;Y
A;3;2;9;2010;0;80;4;N;1;Small;Y
A;3;2;9;2010;0;80;4;N;2;Small;Y
A;3;2;12;2010;0;80;4;N;1;Medium;Y
A;3;2;2;2011;0;80;4;N;2;Small;Y
A;3;2;3;2011;0;80;4;N;2;Small;N
A;3;3;9;2011;0;80;4;N;1;Small;Y
A;3;2;9;2011;0;80;4;N;1;Small;N
A;3;2;9;2011;0;80;4;N;1;Small;N
A;3;3;11;2011;0;80;4;M;1;Large;Unknown
A;3;2;2;2012;0;80;4;N;1;Small;Unknown
A;3;2;4;2012;0;80;4;M?;1;Medium;Y
A;3;2;4;2012;0;80;4;N;1;Small;N
A;3;3;6;2012;0;80;4;N;2;Small;Y
A;3;2;7;2012;0;80;4;N;1;Small;N
A;3;2;8;2012;0;80;4;N;1;Small;Unknown
A;3;2;8;2012;0;80;4;N;2;Small;Y
A;3;2;2;2013;0;80;4;N;1;Large;N
A;3;2;4;2013;0;80;4;N;1;Medium;Y
A;3;2;8;2013;0;80;4;N;1;Small;N
A;3;2;8;2013;0;80;4;N;1;Small;Y
A;3;2;8;2013;0;80;4;N;1;Medium;Y
A;3;2;9;2013;0;80;4;N;1;Small;N
A;3;2;2;2014;0;80;4;N;2;Small;N
A;4;2;5;2010;0;80;4;N;1;Small;N
A;4;2;6;2010;0;80;4;N;1;Large;Unknown
A;4;2;6;2010;0;80;4;N;1;Small;N
A;4;2;7;2010;0;80;4;N;2;Small;N
A;4;2;8;2010;0;80;4;N;1;Small;Unknown
A;4;2;8;2010;0;80;4;N;1;Small;Y
A;4;2;9;2010;0;80;4;N;1;Small;Y
A;4;2;9;2010;0;80;4;M;2;Medium;Y
A;4;2;10;2010;0;80;4;N;1;Small;Y
A;4;2;12;2010;0;80;4;N;1;Small;Y
A;4;3;9;2010;0;80;4;N;1;Small;Unknown
A;4;3;8;2010;0;80;4;N;1;Small;Unknown
A;4;2;4;2011;0;80;4;N;1;Small;N
A;4;2;5;2011;0;80;4;N;1;Small;Y
A;4;2;7;2011;0;80;4;N;1;Small;N
A;4;2;8;2011;0;80;4;M?;1;Medium;N
A;4;2;8;2011;0;80;4;N;1;Small;Y
A;4;2;8;2011;0;80;4;N;1;Small;Unknown
A;4;2;8;2011;0;80;4;N;1;Small;N
A;4;3;9;2011;0;80;4;N;2;Small;Unknown
A;4;3;9;2011;0;80;4;N;2;Small;Unknown
A;4;4;10;2011;0;80;4;N;1;Small;Y
A;4;3;7;2011;0;80;4;N;1;Small;Unknown
A;4;2;5;2012;0;80;4;N;1;Small;N
A;4;2;8;2012;0;80;4;N;1;Small;Unknown
A;4;3;9;2012;0;80;4;N;2;Small;Unknown
A;4;2;2;2013;0;80;4;N;1;Small;N
A;4;2;3;2012;0;80;4;N;1;Small;Unknown
A;4;2;3;2013;0;80;4;N;1;Large;Unknown
A;4;2;6;2013;0;80;4;N;1;Small;N
A;4;2;9;2013;0;80;4;N;0;Large;Unknown
A;4;2;10;2013;0;80;4;N;1;Medium;N
A;4;2;11;2013;0;80;4;N;1;Large;Y
A;4;2;2;2014;0;80;4;N;1;Large;Y
A;4;2;6;2014;0;80;4;N;1;Small;Unknown
A;1;2;8;2012;0;85;4;N;1;Small;N
A;2;2;9;2013;0;85;4;S;1;Medium;N
A;2;1;11;2013;0;85;4;N;1;Small;Y
A;2;2;5;2014;0;85;4;M;1;Small;Unknown
A;3;2;8;2011;0;85;4;S;1;Medium;Y
A;3;2;8;2011;0;85;4;N;1;Small;N
A;3;2;5;2012;0;85;4;N;1;Small;Y
A;3;2;4;2012;0;85;4;N;1;Small;N
A;3;2;7;2013;0;85;4;N;1;Small;Y
A;4;2;8;2011;0;85;4;N;1;Medium;N
A;4;3;7;2012;0;85;4;N;1;Small;Unknown
A;4;2;11;2012;0;85;4;N;1;Small;N
A;4;2;7;2013;0;85;4;N;1;Small;N
A;4;2;8;2013;0;85;4;N;2;Small;Y
A;4;2;8;2013;0;85;4;N;1;Small;Unknown
A;2;2;7;2012;0;86;4;S;2;Small;N
A;3;2;6;2012;0;89;4;N;2;Medium;Y
A;2;2;9;2010;0;90;4;N;2;Small;N
A;2;2;10;2011;0;90;4;N;1;Small;Y
A;2;2;1;2012;0;90;4;M;1;Medium;N
A;2;2;6;2012;0;90;4;N;2;Small;Y
A;2;2;8;2013;0;90;4;N;1;Small;Y
A;2;2;11;2013;0;90;4;N;1;Medium;Y
A;3;2;1;2010;0;90;4;N;1;Large;Y
A;3;2;3;2010;0;90;4;N;1;Small;Y
A;3;2;7;2010;0;90;4;N;1;Medium;Y
A;3;2;7;2010;0;90;4;N;1;Small;N
A;3;2;7;2010;0;90;4;N;1;Small;Unknown
A;3;2;8;2010;0;90;4;N;2;Small;Y
A;3;2;8;2010;0;90;4;N;1;Small;Y
A;3;2;9;2010;0;90;4;N;2;Small;Y
A;3;2;12;2010;0;90;4;M?;3;Small;N
A;3;2;12;2010;0;90;4;N;1;Small;N
A;3;2;1;2011;0;90;4;N;1;Small;Unknown
A;3;2;9;2011;0;90;4;N;1;Medium;N
A;3;2;10;2011;0;90;4;N;1;Medium;Unknown
A;3;2;3;2012;0;90;4;N;1;Small;N
A;3;2;4;2012;0;90;4;N;1;Medium;N
A;3;2;2;2012;0;90;4;N;1;Medium;Unknown
A;3;2;5;2012;0;90;4;N;1;Small;N
A;3;2;5;2012;0;90;4;N;1;Medium;N
A;3;2;4;2012;0;90;4;N;1;Small;N
A;3;2;7;2012;0;90;4;N;1;Small;N
A;3;2;7;2012;0;90;4;N;1;Large;Unknown
A;3;2;8;2012;0;90;4;N;2;Small;N
A;3;2;8;2013;0;90;4;N;1;Small;Unknown
A;3;2;8;2013;0;90;4;N;1;Large;N
A;3;2;9;2013;0;90;4;N;1;Medium;Y
A;3;2;9;2013;0;90;4;N;1;Small;Unknown
A;3;2;9;2013;0;90;4;N;1;Small;Y
A;3;2;12;2013;0;90;4;N;2;Medium;N
A;3;2;5;2014;0;90;4;N;1;Small;Unknown
A;3;2;6;2014;0;90;4;N;1;Small;N
A;4;2;6;2010;0;90;4;N;1;Small;N
A;4;2;6;2010;0;90;4;N;1;Small;N
A;4;2;6;2010;0;90;4;N;1;Small;N
A;4;2;7;2010;0;90;4;N;1;Small;N
A;4;2;7;2010;0;90;4;N;1;Unknown;Unknown
A;4;2;8;2010;0;90;4;N;1;Small;N
A;4;2;8;2010;0;90;4;N;1;Small;Y
A;4;2;9;2010;0;90;4;N;1;Small;N
A;4;2;10;2010;0;90;4;N;1;Small;Unknown
A;4;2;10;2010;0;90;4;N;1;Large;N
A;4;2;6;2011;0;90;4;N;1;Small;Unknown
A;4;2;8;2011;0;90;4;N;1;Small;Unknown
A;4;2;8;2011;0;90;4;N;1;Small;Unknown
A;4;2;8;2011;0;90;4;N;1;Medium;N
